em,_company_name,link,ticker,market_id,market_name
81757,Башнефт ао,https://www.finam.ru/quote/moex/bane/,BANE,1,МосБиржа акции
31,РСетиЛЭ,https://www.finam.ru/quote/moex/lsng/,LSNG,1,МосБиржа акции
15965,ВСМПО-АВСМ,https://www.finam.ru/quote/moex/vsmo/,VSMO,1,МосБиржа акции
181610,iQIWI,https://www.finam.ru/quote/moex/qiwi/,QIWI,1,МосБиржа акции
4164144,ЭЛ5Энер ао,https://www.finam.ru/quote/moex/elfv/,MOEX.ELFV:TQBR,1,МосБиржа акции
15,Ростел -ап,https://www.finam.ru/quote/moex/rtkmp/,RTKMP,1,МосБиржа акции
22094,Лензол. ап,https://www.finam.ru/quote/moex/lnzlp/,LNZLP,1,МосБиржа акции
82460,АбрауДюрсо,https://www.finam.ru/quote/moex/abrd/,ABRD,1,МосБиржа акции
74549,Мостотрест,https://www.finam.ru/quote/moex/mstt/,MSTT,1,МосБиржа акции
20107,РСетиЦП ао,https://www.finam.ru/quote/moex/mrkp/,MRKP,1,МосБиржа акции
81857,ОргСинт ап,https://www.finam.ru/quote/moex/kzosp/,KZOSP,1,МосБиржа акции
13855,Аптеки36и6,https://www.finam.ru/quote/moex/aptk/,APTK,1,МосБиржа акции
20125,ЧеркизГ-ао,https://www.finam.ru/quote/moex/gche/,GCHE,1,МосБиржа акции
81856,ОргСинт ао,https://www.finam.ru/quote/moex/kzos/,KZOS,1,МосБиржа акции
19724,ДЭК ао,https://www.finam.ru/quote/moex/dvec/,DVEC,1,МосБиржа акции
542,РСетиЛЭ-п,https://www.finam.ru/quote/moex/lsngp/,LSNGP,1,МосБиржа акции
21004,Лензолото,https://www.finam.ru/quote/moex/lnzl/,LNZL,1,МосБиржа акции
20235,РоссЦентр,https://www.finam.ru/quote/moex/mrkc/,MRKC,1,МосБиржа акции
2819863,Ренессанс,https://www.finam.ru/quote/moex/reni/,MOEX.RENI:TQBR,1,МосБиржа акции
510,КрасОкт-ао,https://www.finam.ru/quote/moex/krot/,KROT,1,МосБиржа акции
18176,ТГК-14,https://www.finam.ru/quote/moex/tgkn/,TGKN,1,МосБиржа акции
20100,НКНХ ао,https://www.finam.ru/quote/moex/nknc/,NKNC,1,МосБиржа акции
2077391,iHHRU-адр,https://www.finam.ru/quote/moex/hhru/,HHRU,1,МосБиржа акции
2152359,MDMG-гдр,https://www.finam.ru/quote/moex/mdmg/,MOEX.MDMG:TQBR,1,МосБиржа акции
12983,МГТС-4ап,https://www.finam.ru/quote/moex/mgtsp/,MGTSP,1,МосБиржа акции
928412,ETLN-гдр,https://www.finam.ru/quote/moex/etln/,ETLN,1,МосБиржа акции
16329,КалужскСК,https://www.finam.ru/quote/moex/klsb/,KLSB,1,МосБиржа акции
81941,Куйбазот,https://www.finam.ru/quote/moex/kazt/,KAZT,1,МосБиржа акции
16917,РСетиМР ао,https://www.finam.ru/quote/moex/msrs/,MSRS,1,МосБиржа акции
17597,ТГК-2,https://www.finam.ru/quote/moex/tgkb/,TGKB,1,МосБиржа акции
81929,iНаукаСвяз,https://www.finam.ru/quote/moex/nsvz/,NSVZ,1,МосБиржа акции
491359,ЭсЭфАй ао,https://www.finam.ru/quote/moex/sfin/,SFIN,1,МосБиржа акции
20321,ЭнергияРКК,https://www.finam.ru/quote/moex/rkke/,RKKE,1,МосБиржа акции
20309,РСетиСЗ ао,https://www.finam.ru/quote/moex/mrkz/,MRKZ,1,МосБиржа акции
20101,НКНХ ап,https://www.finam.ru/quote/moex/nkncp/,NKNCP,1,МосБиржа акции
81575,Телеграф-п,https://www.finam.ru/quote/moex/cntlp/,CNTLP,1,МосБиржа акции
16546,ТНСэнВорон,https://www.finam.ru/quote/moex/vrsb/,VRSB,1,МосБиржа акции
21002,Телеграф,https://www.finam.ru/quote/moex/cntl/,CNTL,1,МосБиржа акции
4465201,ЧЗПСН ао,https://www.finam.ru/quote/moex/prfn/,MOEX.PRFN:TQBR,1,МосБиржа акции
21001,ЧМК ао,https://www.finam.ru/quote/moex/chmk/,CHMK,1,МосБиржа акции
20286,РсетВол ао,https://www.finam.ru/quote/moex/mrkv/,MRKV,1,МосБиржа акции
3713632,AKMM ETF (БПИФ Альфа Денежный рынок),https://www.finam.ru/quote/moex/akmm/,MISX.AKMM,14,МосБиржа фьючерсы
2883636,Лента ао,https://www.finam.ru/quote/moex/lent/,MOEX.LENT:TQBR,1,МосБиржа акции
81892,СаратНПЗ-п,https://www.finam.ru/quote/moex/krknp/,KRKNP,1,МосБиржа акции
1667866,ИНГРАД ао,https://www.finam.ru/quote/moex/ingr/,INGR,1,МосБиржа акции
16908,ПермьЭнСб,https://www.finam.ru/quote/moex/pmsb/,PMSB,1,МосБиржа акции
81917,ЯТЭК ао,https://www.finam.ru/quote/moex/yakg/,YAKG,1,МосБиржа акции
20346,РсетСиб ао,https://www.finam.ru/quote/moex/mrks/,MRKS,1,МосБиржа акции
20402,Россети Ур,https://www.finam.ru/quote/moex/mrku/,MRKU,1,МосБиржа акции
473181,ДетскийМир,https://www.finam.ru/quote/moex/dsky/,DSKY,1,МосБиржа акции
82493,ЮУНК ао,https://www.finam.ru/quote/moex/unkl/,UNKL,1,МосБиржа акции
20681,РоссЮг ао,https://www.finam.ru/quote/moex/mrky/,MRKY,1,МосБиржа акции
2216507,OKEY-гдр,https://www.finam.ru/quote/moex/okey/,MOEX.OKEY:TQBR,1,МосБиржа акции
2775291,SBMM ETF (БПИФ Первая Сберегательный),https://www.finam.ru/quote/moex/sbmm/,MISX.SBMM,515,Мосбиржа ETF
81942,Куйбазот-п,https://www.finam.ru/quote/moex/kaztp/,KAZTP,1,МосБиржа акции
924987,TRUR ETF (БПИФ ТИНЬКОФФ ВЕЧНЫЙ ПОРТФ РУБ),https://www.finam.ru/quote/moex/trur/,TRUR,515,Мосбиржа ETF
18189,ТГК-2 ап,https://www.finam.ru/quote/moex/tgkbp/,TGKBP,1,МосБиржа акции
522,РСетКубань,https://www.finam.ru/quote/moex/kube/,KUBE,1,МосБиржа акции
16909,ПермьЭнС-п,https://www.finam.ru/quote/moex/pmsbp/,PMSBP,1,МосБиржа акции
82843,Авангрд-ао,https://www.finam.ru/quote/moex/avan/,AVAN,1,МосБиржа акции
2284141,Светофор,https://www.finam.ru/quote/moex/svet/,MOEX.SVET:TQBR,1,МосБиржа акции
181934,РГС СК ао,https://www.finam.ru/quote/moex/rgss/,RGSS,1,МосБиржа акции
82001,ЗВЕЗДА ао,https://www.finam.ru/quote/moex/zvez/,ZVEZ,1,МосБиржа акции
